"conceptFrom","conceptTo","metaOntology","metaName","casosWhat","casosWhy"
"complacent","complacent","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Also","Also","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"tourism","tourism","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"countrys","countrys","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"collaborate","collaborate","task","","uncategorizedThesauri2.csv","uncat"
"magbibigay","magbibigay","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Verde","Verde","agent","","uncategorizedThesauri2.csv","uncat"
"case","case","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"nakain","nakain","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"battles","battles","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"early","early","agent","","uncategorizedThesauri2.csv","uncat"
"vari","vari","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"attempt","attempt","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"insure","insure","task","","uncategorizedThesauri2.csv","uncat"
"no-catch","no-catch","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"dismissal","dismissal","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Nonetheless","Nonetheless","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"regions","regions","agent","","uncategorizedThesauri2.csv","uncat"
"worsen","worsen","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"continuously","continuously","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"pursue","pursue","task","","uncategorizedThesauri2.csv","uncat"
"unknown_group","unknown_group","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Once","Once","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"performance","performance","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"offload","offload","task","","uncategorizedThesauri2.csv","uncat"
"vast","vast","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"isa","isa","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"capsize","capsize","task","","uncategorizedThesauri2.csv","uncat"
"Technologys","Technologys","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Coast","Coast","agent","","uncategorizedThesauri2.csv","uncat"
"drill","drill","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Peninsula","Peninsula","agent","","uncategorizedThesauri2.csv","uncat"
"Nakakain","Nakakain","agent","","uncategorizedThesauri2.csv","uncat"
"accidental","accidental","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"successive","successive","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"kinalaman","kinalaman","agent","","uncategorizedThesauri2.csv","uncat"
"cleanups","cleanups","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"strength","strength","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"counter","counter","task","","uncategorizedThesauri2.csv","uncat"
"cappings","cappings","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"soon","soon","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"palaisdaan","palaisdaan","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"alarm","alarm","task","","uncategorizedThesauri2.csv","uncat"
"caus","caus","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Government","Government","agent","","uncategorizedThesauri2.csv","uncat"
"trajectory","trajectory","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"siguradong","siguradong","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"replac","replac","task","","uncategorizedThesauri2.csv","uncat"
"investig","investig","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Raul","Raul","agent","","uncategorizedThesauri2.csv","uncat"
"executives","executives","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Melivo","Melivo","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Benhur","Benhur","agent","","uncategorizedThesauri2.csv","uncat"
"sad","sad","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Pampanga","Pampanga","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Online","Online","agent","","uncategorizedThesauri2.csv","uncat"
"sai","sai","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"draw","draw","task","","uncategorizedThesauri2.csv","uncat"
"samin","samin","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"spawn","spawn","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"drive","drive","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Lakas","Lakas","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Vessels","Vessels","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Asia","Asia","agent","","uncategorizedThesauri2.csv","uncat"
"sold","sold","task","","uncategorizedThesauri2.csv","uncat"
"P12","P12","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Young","Young","agent","","uncategorizedThesauri2.csv","uncat"
"P17","P17","task","","uncategorizedThesauri2.csv","uncat"
"paid-up","paid-up","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"productive","productive","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"like","like","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"lifts","lifts","task","","uncategorizedThesauri2.csv","uncat"
"grown","grown","task","","uncategorizedThesauri2.csv","uncat"
"say","say","task","","uncategorizedThesauri2.csv","uncat"
"saw","saw","task","","uncategorizedThesauri2.csv","uncat"
"years","years","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"some","some","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"culture","culture","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"philippine-flag","philippine-flag","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Fernando","Fernando","task","","uncategorizedThesauri2.csv","uncat"
"operates","operates","task","","uncategorizedThesauri2.csv","uncat"
"Conspiracy","Conspiracy","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"line","line","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"bathe","bathe","task","","uncategorizedThesauri2.csv","uncat"
"Occidental","Occidental","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"maintains","maintains","task","","uncategorizedThesauri2.csv","uncat"
"Jonathan","Jonathan","agent","","uncategorizedThesauri2.csv","uncat"
"coordinate","coordinate","task","","uncategorizedThesauri2.csv","uncat"
"ship-sourc","ship-sourc","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"remind","remind","task","","uncategorizedThesauri2.csv","uncat"
"broken","broken","task","","uncategorizedThesauri2.csv","uncat"
"TEST","TEST","task","","uncategorizedThesauri2.csv","uncat"
"caps","caps","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"ngayon","ngayon","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"brother","brother","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"broker","broker","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Intentional","Intentional","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"overcome","overcome","task","","uncategorizedThesauri2.csv","uncat"
"Cavite—Bacoor","Cavite—Bacoor","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"concerns","concerns","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"sources","sources","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"anchor","anchor","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"stalls","stalls","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"magawan","magawan","task","","uncategorizedThesauri2.csv","uncat"
"hear","hear","task","","uncategorizedThesauri2.csv","uncat"
"toward","toward","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Ginawa","Ginawa","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Corp","Corp","agent","","uncategorizedThesauri2.csv","uncat"
"P41","P41","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"fund","fund","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"head","head","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"sure","sure","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"coordin","coordin","task","","uncategorizedThesauri2.csv","uncat"
"Persons","Persons","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"adjacent","adjacent","task","","uncategorizedThesauri2.csv","uncat"
"DZRH","DZRH","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Cost","Cost","agent","","uncategorizedThesauri2.csv","uncat"
"sapagkat","sapagkat","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"determin","determin","task","","uncategorizedThesauri2.csv","uncat"
"emerg","emerg","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Mindanao","Mindanao","agent","","uncategorizedThesauri2.csv","uncat"
"lift","lift","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"town","town","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"diagram","diagram","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"media","media","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Meanwhile","Meanwhile","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"calm","calm","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"call","call","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"currently","currently","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"pipe","pipe","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"officers","officers","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"rides","rides","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"makina","makina","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"full","full","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"apektado","apektado","task","","uncategorizedThesauri2.csv","uncat"
"Welfare","Welfare","agent","","uncategorizedThesauri2.csv","uncat"
"Jose","Jose","agent","","uncategorizedThesauri2.csv","uncat"
"Climate","Climate","agent","","uncategorizedThesauri2.csv","uncat"
"Dapat","Dapat","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Now","Now","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"wholesalers","wholesalers","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"came","came","task","","uncategorizedThesauri2.csv","uncat"
"petrochemical","petrochemical","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"addition","addition","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"impos","impos","task","","uncategorizedThesauri2.csv","uncat"
"target","target","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"group","group","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"enhanc","enhanc","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"average","average","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"tulungan","tulungan","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"calamity","calamity","agent","","uncategorizedThesauri2.csv","uncat"
"lessen","lessen","task","","uncategorizedThesauri2.csv","uncat"
"visit","visit","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"wait","wait","task","","uncategorizedThesauri2.csv","uncat"
"University","University","agent","","uncategorizedThesauri2.csv","uncat"
"Senate","Senate","agent","","uncategorizedThesauri2.csv","uncat"
"began","began","task","","uncategorizedThesauri2.csv","uncat"
"black","black","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"collision","collision","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Benro","Benro","agent","","uncategorizedThesauri2.csv","uncat"
"intact","intact","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"limits","limits","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"undue","undue","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Why","Why","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"patterns","patterns","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"death","death","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"—KG","—KG","agent","","uncategorizedThesauri2.csv","uncat"
"companies","companies","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"MTug","MTug","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"batter","batter","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"further","further","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"taga-Bataan","taga-Bataan","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"cities","cities","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"towns","towns","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"soap","soap","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"view","view","agent","","uncategorizedThesauri2.csv","uncat"
"explain","explain","task","","uncategorizedThesauri2.csv","uncat"
"owners","owners","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Coal-Free","Coal-Free","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"ocean","ocean","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"barko","barko","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"lawsuit","lawsuit","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"debris","debris","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"slightly","slightly","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"meron","meron","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Romualdez","Romualdez","task","","uncategorizedThesauri2.csv","uncat"
"weaken","weaken","task","","uncategorizedThesauri2.csv","uncat"
"socio-economic","socio-economic","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"—International","—International","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"warnings","warnings","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"DENRs","DENRs","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Southwest","Southwest","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"mananagot","mananagot","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"sunk","sunk","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"inabandona","inabandona","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"announcement","announcement","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"boat","boat","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"bakit","bakit","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"yards","yards","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"history","history","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"anak","anak","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"encount","encount","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"fuels","fuels","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"talaga","talaga","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"engag","engag","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Maybe","Maybe","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"bound","bound","task","","uncategorizedThesauri2.csv","uncat"
"naramdaman","naramdaman","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"warrant","warrant","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"body","body","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"namamakyaw","namamakyaw","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"impossible","impossible","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"enough","enough","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"paihi","paihi","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Angelina","Angelina","agent","","uncategorizedThesauri2.csv","uncat"
"Oil","Oil","agent","","uncategorizedThesauri2.csv","uncat"
"light","light","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"decemb","decemb","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"key","key","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"commercially-available","commercially-available","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Space","Space","agent","","uncategorizedThesauri2.csv","uncat"
"packages","packages","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"STORIES","STORIES","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"oras","oras","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"habagat","habagat","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"agent","agent","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Walang","Walang","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Kung","Kung","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"fleet","fleet","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"better","better","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"against","against","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"pagkakatali","pagkakatali","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"tranquility","tranquility","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"sunken","sunken","agent","","uncategorizedThesauri2.csv","uncat"
"barge","barge","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"department","department","agent","","uncategorizedThesauri2.csv","uncat"
"set","set","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"wala","wala","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"bottom-set","bottom-set","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"seals","seals","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"organization","organization","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Services","Services","agent","","uncategorizedThesauri2.csv","uncat"
"NOAA","NOAA","organization","","uncategorizedThesauri2.csv","uncat"
"nito","nito","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"makapagpatupad","makapagpatupad","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"individuals","individuals","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Resolution","Resolution","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"instal","instal","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"sea","sea","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"sightings","sightings","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Lamao","Lamao","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Gil","Gil","agent","","uncategorizedThesauri2.csv","uncat"
"Aside","Aside","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"see","see","task","","uncategorizedThesauri2.csv","uncat"
"Ternate—","Ternate—","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"valves","valves","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"suit","suit","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"25-minute","25-minute","#","","uncategorizedThesauri2.csv","uncat"
"siguro","siguro","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"nangyari","nangyari","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"disrupts","disrupts","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"stations","stations","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"yield","yield","task","","uncategorizedThesauri2.csv","uncat"
"concern","concern","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"bangus","bangus","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"kasama","kasama","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"birds","birds","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
"Martin","Martin","agent","","uncategorizedThesauri2.csv","uncat"
"weekend","weekend","UNKNOWN","","uncategorizedThesauri2.csv","uncat"
