"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","Action","Evaluation","Node Type","Potency","gram_type","meta","number_of_texts"
"silang","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","UNKNOWN","2"
"payment","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"previous","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","UNKNOWN","3"
"trips","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"park","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"booms","24","0.04660194174757282","0.0017307276267397417","0.0026548156514186864","  0.19","  0.7","","  0.84","single","UNKNOWN","11"
"bradley","10","0.019417475728155338","7.211365111415591E-4","0.0012508841533050454","  0.19","  0.7","","  0.84","single","agent","9"
"settlement","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"eventually","8","0.015533980582524271","5.769092089132473E-4","0.0013398068625024735"," "," ",""," ","single","UNKNOWN","5"
"para","9","0.017475728155339806","6.490228600274032E-4","0.0015072827203152829"," "," ",""," ","single","UNKNOWN","5"
"weeks","10","0.019417475728155338","7.211365111415591E-4","0.0013358218007099515","  1.51 0.88","2.61   -0.35","","  0.97 1.72","single","UNKNOWN","8"
"relationship","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"field","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"slick","21","0.040776699029126215","0.001514386673397274","0.0020699792154408717"," "," ",""," ","single","UNKNOWN","13"
"interconnect","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4","  0.17","  0.87","","  1.235","single","UNKNOWN","3"
"nakakain_naman_namin_mga_huli_namin","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","agent","1"
"mariveles","40","0.07766990291262135","0.0028845460445662365","0.0024252777943780486"," "," ",""," ","single","UNKNOWN","22"
"decid","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"sagot","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"imposes","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"laid","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"confirm","11","0.021359223300970873","7.932501622557151E-4","0.001575327779646581"," "," ",""," ","single","UNKNOWN","7"
"gaemi","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"doh","13","0.02524271844660194","9.374774644840268E-4","0.0026560736621281324"," "," ",""," ","single","UNKNOWN","3"
"afford","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"doj","16","0.031067961165048542","0.0011538184178264946","0.0024692477548092836"," "," ",""," ","single","UNKNOWN","6"
"plagu","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"conspiracy","7","0.013592233009708738","5.047955577990914E-4","0.0014301935103766866"," "," ",""," ","single","unknown","3"
"undersecretary","7","0.013592233009708738","5.047955577990914E-4","0.0010802958927290615"," "," ",""," ","single","UNKNOWN","6"
"provide","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"instructions","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"consistently","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"overh","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"multi-role","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"sinks","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"half","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"round","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"inspection","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"dissipation","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"amount","7","0.013592233009708738","5.047955577990914E-4","0.0010024813143205515","  0.52","  1.65","","  1.01","single","UNKNOWN","7"
"go_to","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","ngram","UNKNOWN","1"
"corporations","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"student","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","1.42","2.38","","2.41","single","UNKNOWN","1"
"conservative","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"dti","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"contamination-free","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"combin","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"dark","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"su","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"disaster—the","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"losses","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"expand","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"indigenous","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"bulacans","3","0.005825242718446602","2.1634095334246772E-4","8.50614905759932E-4"," "," ",""," ","single","UNKNOWN","1"
"lalo","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"follow","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"sl","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"sasmuan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"submit","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"shallow","9","0.017475728155339806","6.490228600274032E-4","0.0011257957379745408"," "," ",""," ","single","UNKNOWN","9"
"incident_management_team","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","ngram","organization","2"
"maintenance","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"carmela_reyes-estrope","6","0.011650485436893204","4.3268190668493544E-4","0.0011014053241239353","  1.73","0.98  ","","  1.36","ngram","agent","4"
"alternative","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"conglomerate","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"reduce","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"continu","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"senate","6","0.011650485436893204","4.3268190668493544E-4","0.0011014053241239353"," "," ",""," ","single","agent","4"
"bataan_government_joet_garcia_assur","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","ngram","agent","3"
"nation","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"sinasabi","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"dun","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","UNKNOWN","2"
"ponds","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"finish","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4"," "," ",""," ","single","UNKNOWN","5"
"frame","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"pondo","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"sa","60","0.11650485436893204","0.004326819066849354","0.005593574542910797","-1.94  ","  -2.05","","  -1.37","single","UNKNOWN","14"
"health_care","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"at_the_same_time","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"natural","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"destroi","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"forum","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"acknowledge","12","0.02330097087378641","8.653638133698709E-4","0.0012521113287110336","0.22  ","  1.32","","  1.14","single","UNKNOWN","12"
"weight","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"aromatic","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"en_route_to","10","0.019417475728155338","7.211365111415591E-4","0.0013358218007099515"," "," ",""," ","ngram","UNKNOWN","8"
"trade","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"tinitinda","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"catch","13","0.02524271844660194","9.374774644840268E-4","0.0015273762902209302"," "," ",""," ","single","UNKNOWN","10"
"oceans","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"signal","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"rf","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"repeat","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"longest","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"lang","10","0.019417475728155338","7.211365111415591E-4","0.0016747585781280922","  1.29","  0.75","","  1.51","single","UNKNOWN","5"
"consume","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"punsalan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"clean-up","3","0.005825242718446602","2.1634095334246772E-4","8.50614905759932E-4"," "," ",""," ","single","UNKNOWN","1"
"—val","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"reach","33","0.06407766990291262","0.002379750486767145","0.00200085418036189"," "," ",""," ","single","UNKNOWN","22"
"meters","18","0.03495145631067961","0.0012980457200548064","0.0022515914759490816"," "," ",""," ","single","UNKNOWN","9"
"problematic","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"deny","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"tow","7","0.013592233009708738","5.047955577990914E-4","0.0010802958927290615"," "," ",""," ","single","UNKNOWN","6"
"dispatch","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"implement","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"foul","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"consult","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"pend","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"denr","12","0.02330097087378641","8.653638133698709E-4","0.00200971029375371"," "," ",""," ","single","UNKNOWN","5"
"oceana","8","0.015533980582524271","5.769092089132473E-4","0.0016345068690019275"," "," ",""," ","single","UNKNOWN","3"
"top","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"mitigate","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"separate","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"includ","11","0.021359223300970873","7.932501622557151E-4","0.00137597256863555"," "," ",""," ","single","UNKNOWN","9"
"once-pristine","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"i-de-deliv","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"trace","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"track","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"siguraduhin","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"pang","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","UNKNOWN","3"
"sardines","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"tankers","14","0.027184466019417475","0.0010095911155981827","0.0013799861436272478"," "," ",""," ","single","UNKNOWN","13"
"teleradyo","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"dalawang","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"—vbl","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"months","5","0.009708737864077669","3.6056825557077957E-4","9.178377701032796E-4"," "," ",""," ","single","UNKNOWN","4"
"siyang","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"inyong","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"degala","4","0.007766990291262136","2.8845460445662364E-4","0.0011341532076799095"," "," ",""," ","single","UNKNOWN","1"
"deliv","5","0.009708737864077669","3.6056825557077957E-4","0.0010215667931262047"," "," ",""," ","single","UNKNOWN","3"
"papunta","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"i-interview","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"improvis","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"mtug","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"shell","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"test","11","0.021359223300970873","7.932501622557151E-4","0.001575327779646581"," "," ",""," ","single","task","7"
